,User_ID,User_Name,Edit_Count,Registration_Date,Groups,Gender,Blocked_By,Block_Reason
3197,294553,Ihope127,1080,2005-07-06T17:52:34Z,"*,user,autoconfirmed",male,0,
3198,0,Ip:86.132.72.215,0,0,,,0,
3199,182238,Paxsboy,53,2005-02-02T06:16:04Z,"*,user,autoconfirmed",unknown,0,
3200,256073,Theshibboleth,1757,2005-06-11T06:36:51Z,"*,user,autoconfirmed",unknown,0,
3201,336844,Todfox,1976,2005-07-17T00:38:24Z,"*,user,autoconfirmed",unknown,0,
3202,0,Ip:169.199.117.49,0,0,,,0,
3203,0,Ip:69.181.63.177,0,0,,,0,
3204,1089298,Mattbr,25836,2006-03-15T19:39:01Z,"sysop,*,user,autoconfirmed",unknown,0,
3205,140066,*Kat*,5443,2004-11-23T06:37:31Z,"extendedconfirmed,reviewer,rollbacker,*,user,autoconfirmed",female,0,
3206,37527,Decumanus,15775,2004-01-10T19:48:54Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3207,0,Ip:69.209.236.29,0,0,,,0,
3208,1942781,Kosmopolis,742,2006-08-06T00:53:31Z,"*,user,autoconfirmed",unknown,0,
3209,237086,Hiding,44453,2005-04-13T19:37:02Z,"sysop,*,user,autoconfirmed",unknown,0,
3210,0,Ip:84.222.8.168,0,0,,,0,
3211,2745205,Smokedadro,176,2006-11-14T00:10:01Z,"*,user,autoconfirmed",unknown,0,
3212,0,Ip:24.220.246.20,0,0,,,0,
3213,29678,Mirv,16966,2003-11-09T05:42:29Z,"*,user,autoconfirmed",unknown,0,
3214,0,Ip:203.217.28.12,0,0,,,0,
3215,15590,Tb,7493,2003-07-14T20:43:47Z,"extendedconfirmed,reviewer,rollbacker,*,user,autoconfirmed",male,0,
3216,0,Pippu d'angelo,0,0,,,0,
3217,0,Ip:70.112.29.242,0,0,,,0,
3218,0,Ip:80.238.133.137,0,0,,,0,
3219,448402,Zazaban,10566,2005-09-21T22:55:05Z,"reviewer,*,user,autoconfirmed",unknown,0,
3220,7647307,1568,0,2008-08-13T21:00:41Z,"*,user",unknown,0,
3221,0,Ip:195.62.202.107,0,0,,,0,
3222,0,Ip:80.161.116.176,0,0,,,0,
3223,0,Ip:24.234.45.74,0,0,,,0,
3224,0,Bdb,0,0,,,0,
3225,141633,Irfanh,42,2004-11-26T04:32:58Z,"*,user,autoconfirmed",unknown,0,
3226,4110405,Kerricade,1,2007-04-13T03:49:29Z,"*,user",unknown,0,
3227,106508,Toh,829,2004-09-30T21:29:32Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3228,233571,CalJW,29222,2005-04-10T06:32:18Z,"*,user,autoconfirmed",unknown,0,
3229,367231,Squib,403,2005-08-05T18:24:43Z,"*,user,autoconfirmed",unknown,0,
3230,1997233,Slartibartfast1992,1450,2006-08-13T22:28:40Z,"*,user,autoconfirmed",unknown,0,
3231,17002908,Davez621,1,2012-06-15T23:25:35Z,"*,user",unknown,0,
3232,0,Ip:217.132.226.85,0,0,,,0,
3233,607470,Koydooley,10,2005-11-25T01:27:16Z,"*,user,autoconfirmed",unknown,0,
3234,1123,PierreAbbat,5163,2002-03-22T17:20:40Z,"sysop,*,user,autoconfirmed",unknown,0,
3235,0,Ip:124.29.204.122,0,0,,,0,
3236,5576932,Megamile,21,2007-10-15T07:34:12Z,"*,user,autoconfirmed",unknown,690391,Abusing [[Wikipedia:Sock puppetry|multiple accounts]]
3237,0,Ip:82.102.240.22,0,0,,,0,
3238,60094,Adamrice,965,2004-06-23T18:13:26Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3239,2888951,MartinBotIII,136346,2006-11-29T19:39:24Z,"*,user,autoconfirmed",unknown,0,
3240,854269,Bubba ditto,246,2006-01-29T16:27:40Z,"*,user,autoconfirmed",unknown,0,
3241,6578,AlexR,3829,2002-12-26T16:34:48Z,"*,user,autoconfirmed",unknown,0,
3242,0,Ip:83.5.11.18,0,0,,,0,
3243,27302,Benwing,7920,2003-10-22T21:32:34Z,"extendedconfirmed,reviewer,*,user,autoconfirmed",unknown,0,
3244,106661,Sriram sh,500,2006-05-11T09:42:23Z,"extendedconfirmed,*,user,autoconfirmed",male,0,
3245,0,Ip:68.154.223.15,0,0,,,0,
3246,0,Ip:68.206.121.141,0,0,,,0,
3247,0,Ip:67.165.6.224,0,0,,,0,
3248,1903813,Carom,11714,2006-07-31T22:07:24Z,"extendedconfirmed,reviewer,*,user,autoconfirmed",unknown,0,
3249,0,Ip:202.32.53.44,0,0,,,0,
3250,0,Ip:81.154.230.167,0,0,,,0,
3251,0,Ip:208.46.221.194,0,0,,,0,
3252,4157485,Wrexlex,1,2007-04-18T04:41:44Z,"*,user",unknown,0,
3253,8155,Jpatokal,15972,2003-05-11T09:10:29Z,"autoreviewer,extendedconfirmed,rollbacker,*,user,autoconfirmed",unknown,0,
3254,9218,Lupinoid,601,2003-03-17T07:58:17Z,"*,user,autoconfirmed",unknown,0,
3255,17171,Hyacinth,171568,2003-07-31T09:41:47Z,"sysop,*,user,autoconfirmed",unknown,0,
3256,0,Ip:206.219.154.10,0,0,,,0,
3257,0,Modulus,0,0,,,0,
3258,0,Ip:218.111.155.161,0,0,,,0,
3259,151489,ZakuSage,1239,2004-12-13T23:03:00Z,"*,user,autoconfirmed",unknown,0,
3260,0,Ip:134.58.127.72,0,0,,,0,
3261,9692648,Orngjce223,0,2009-05-16T01:41:26Z,"*,user",unknown,0,
3262,0,Ip:129.170.79.74,0,0,,,0,
3263,78957,Ilurker,27,,"*,user,autoconfirmed",unknown,0,
3264,96964,AladdinSE,3071,2004-08-25T09:46:09Z,"reviewer,*,user,autoconfirmed",unknown,0,
3265,0,Ip:213.17.66.42,0,0,,,0,
3266,172233,Zach Alexander,355,2005-01-19T19:16:05Z,"*,user,autoconfirmed",unknown,0,
3267,0,Ip:87.74.62.19,0,0,,,0,
3268,0,Ip:70.17.208.149,0,0,,,0,
3269,679309,WynnSmith,58,2005-12-13T17:43:24Z,"*,user,autoconfirmed",unknown,0,
3270,0,Ip:76.188.178.83,0,0,,,0,
3271,346252,Gordonf238,37,2006-02-13T23:48:45Z,"*,user,autoconfirmed",unknown,0,
3272,2275596,Cholga,4332,2006-09-19T16:59:01Z,"*,user,autoconfirmed",unknown,266416,Abusing [[Wikipedia:Sock puppetry|sock puppet]] accounts
3273,0,Ip:84.64.171.242,0,0,,,0,
3274,0,Ip:75.71.219.81,0,0,,,0,
3275,30,The Epopt,14330,2001-10-09T18:05:18Z,"extendedconfirmed,*,user,autoconfirmed",male,0,
3276,0,Ip:210.9.15.50,0,0,,,0,
3277,32233,Halibutt,34067,2003-11-27T23:21:48Z,"autoreviewer,extendedconfirmed,reviewer,*,user,autoconfirmed",male,0,
3278,0,Ip:89.166.21.54,0,0,,,0,
3279,3802515,Khioknoi,3,2007-03-11T03:29:04Z,"*,user",unknown,657950,sockpuppet of banned user [[User:NisarKand|NisarKand]]
3280,0,Ip:74.92.251.34,0,0,,,0,
3281,0,Ip:194.6.79.200,0,0,,,0,
3282,0,Ip:220.253.59.172,0,0,,,0,
3283,0,Ip:132.72.41.221,0,0,,,0,
3284,0,Ip:129.7.205.153,0,0,,,0,
3285,3845311,Albida,2,2007-03-15T15:50:14Z,"*,user",unknown,0,
3286,22,Luis Oliveira,27,2002-01-24T23:50:09Z,"*,user,autoconfirmed",unknown,0,
3287,1741380,JosiahWarren,2,2006-07-06T04:00:29Z,"*,user",unknown,0,
3288,1906380,Will James,140,2006-08-01T06:09:14Z,"*,user,autoconfirmed",unknown,0,
3289,0,Ip:200.65.208.97,0,0,,,0,
3290,0,Ip:72.194.116.63,0,0,,,0,
3291,0,Ip:24.69.130.131,0,0,,,0,
3292,629177,Bisected8,587,2006-01-01T12:25:21Z,"*,user,autoconfirmed",male,0,
3293,0,Ip:195.92.101.11,0,0,,,0,
3294,0,Ip:85.5.190.67,0,0,,,0,
3295,75230,Mike Rosoft,66407,2004-06-11T09:42:19Z,"sysop,*,user,autoconfirmed",male,0,
3296,0,Ip:86.134.102.204,0,0,,,0,
3297,0,Ip:163.120.77.171,0,0,,,0,
3298,0,Ip:165.138.189.130,0,0,,,0,
3299,266206,Skoosh,1055,2005-05-13T00:56:40Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3300,13575,Jallan,2534,2003-10-19T02:24:36Z,"*,user,autoconfirmed",male,0,
3301,1732934,Husond,36465,2006-07-04T18:19:24Z,"sysop,*,user,autoconfirmed",unknown,0,
3302,0,Ip:209.124.118.31,0,0,,,0,
3303,0,Ip:83.5.64.209,0,0,,,0,
3304,0,Ip:68.46.150.109,0,0,,,0,
3305,0,Ip:3.88,0,0,,,0,
3306,228951,Themalau,1348,2005-04-05T00:24:42Z,"*,user,autoconfirmed",unknown,0,
3307,5385813,Jesus'smessenger,1,2007-09-21T19:08:03Z,"*,user",unknown,0,
3308,2584454,Ignatzmice,6709,2006-10-26T20:33:39Z,"extendedconfirmed,reviewer,*,user,autoconfirmed",male,0,
3309,2852103,Ssd175,291,2006-11-25T22:56:56Z,"*,user,autoconfirmed",unknown,28438,[[WP:Vandalism|Vandalism]]: Occasional vandalism started. Account hijacked?
3310,56563,Formeruser-81,22309,2004-04-01T02:27:25Z,"*,user,autoconfirmed",unknown,0,
3311,0,Ip:84.184.204.67,0,0,,,0,
3312,0,Ip:65.5.192.157,0,0,,,0,
3313,917269,Cusoon959,12,2006-02-11T05:40:47Z,"*,user,autoconfirmed",unknown,0,
3314,0,Ip:76.181.2.3,0,0,,,0,
3315,1048285,P-Chan,3547,2006-03-08T06:12:15Z,"*,user,autoconfirmed",unknown,0,
3316,0,Ip:86.141.243.11,0,0,,,0,
3317,0,Ip:75.0.5.245,0,0,,,0,
3318,95921,Coolcaesar,20864,2004-08-22T09:41:29Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3319,3506135,Silentmars,1,2007-02-09T13:53:26Z,"*,user",unknown,0,
3320,82572,Steve Farrell,1468,2004-06-28T13:58:03Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3321,0,Ip:68.224.247.234,0,0,,,0,
3322,5949348,ZIM81,2,2007-12-05T02:45:24Z,"*,user",unknown,0,
3323,0,Ip:218.101.86.241,0,0,,,0,
3324,0,Ip:24.174.162.180,0,0,,,0,
3325,0,Ip:143.81.160.51,0,0,,,0,
3326,791681,Ndphil21,332,2006-01-15T04:11:21Z,"*,user,autoconfirmed",unknown,0,
3327,0,Ip:139.76.128.71,0,0,,,0,
3328,4418235,Treehappy,17,2007-05-17T03:37:47Z,"*,user,autoconfirmed",unknown,0,
3329,565937,Hossen27,6060,2005-11-09T08:28:04Z,"*,user,autoconfirmed",unknown,0,
3330,2599416,Kaimiikekamaila,15,2006-10-28T18:34:07Z,"*,user,autoconfirmed",unknown,0,
3331,0,Ip:12.75.143.65,0,0,,,0,
3332,224405,Fluoronaut,987,2005-03-30T11:30:46Z,"*,user,autoconfirmed",unknown,0,
3333,1416964,Aia1,1,2006-05-11T03:11:12Z,"*,user",unknown,0,
3334,0,Ip:83.215.129.5,0,0,,,0,
3335,988444,Mishatx,1380,2006-02-25T05:03:14Z,"*,user,autoconfirmed",unknown,0,
3336,38633,Christiaan,1776,2004-01-16T23:49:58Z,"*,user,autoconfirmed",unknown,0,
3337,0,Mark Ryan,0,0,,,0,
3338,796794,Breno,11152,2006-01-16T14:03:08Z,"extendedconfirmed,*,user,autoconfirmed",male,0,
3339,2560070,PedEye1,710,2006-10-24T03:06:44Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3340,135724,Cortonin,1678,2004-11-16T01:37:27Z,"*,user,autoconfirmed",unknown,0,
3341,5598914,Soft carebare,54,2007-10-17T16:25:49Z,"*,user,autoconfirmed",unknown,0,
3342,0,Ip:169.199.224.1,0,0,,,0,
3343,1731718,Shaul avrom,1090,2006-07-04T14:05:21Z,"*,user,autoconfirmed",unknown,0,
3344,92203,El C,106798,2004-08-09T10:55:09Z,"sysop,*,user,autoconfirmed",unknown,0,
3345,950820,Phase4,2687,2006-02-17T22:06:01Z,"*,user,autoconfirmed",unknown,583054,Abusing [[Wikipedia:Sock puppetry|sock puppet]] accounts: Wikipedia:Suspected_sock_puppets/PJHaseldine
3346,2729437,Jmcw37,9133,2006-11-12T11:06:52Z,"reviewer,*,user,autoconfirmed",male,0,
3347,5785704,Desmondp,1,2007-11-10T20:11:58Z,"*,user",unknown,0,
3348,4764070,Abbas9,3,2007-07-01T18:27:15Z,"*,user",unknown,0,
3349,104723,Cayte,1068,2004-09-15T23:34:31Z,"*,user,autoconfirmed",unknown,0,
3350,916803,Auspx,354,2006-02-11T03:09:32Z,"*,user,autoconfirmed",male,0,
3351,324712,Bengalski,875,2005-07-08T14:44:37Z,"*,user,autoconfirmed",unknown,0,
3352,0,Ip:213.42.2.21,0,0,,,0,
3353,517923,Autumnleaf,162,2005-10-21T15:19:23Z,"*,user,autoconfirmed",unknown,0,
3354,0,Ip:32.106.141.62,0,0,,,0,
3355,58939,Robert Brockway,4161,2004-04-10T16:49:56Z,"extendedconfirmed,reviewer,rollbacker,*,user,autoconfirmed",male,0,
3356,1401201,Peter morrell,5491,2006-05-08T20:34:53Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3357,326243,Aldux,24649,2005-07-12T17:30:55Z,"sysop,*,user,autoconfirmed",unknown,0,
3358,674815,Cloud02,766,2005-12-12T21:25:52Z,"*,user,autoconfirmed",unknown,0,
3359,685,Jhbadger,67,2004-07-19T17:43:08Z,"*,user,autoconfirmed",unknown,0,
3360,8884,Irmgard,2238,2003-03-05T17:49:07Z,"extendedconfirmed,*,user,autoconfirmed",female,0,
3361,2127136,An Earthshine,129,2006-08-31T19:18:18Z,"*,user,autoconfirmed",unknown,0,
3362,1308677,M a s,549,2006-04-24T00:48:56Z,"*,user,autoconfirmed",unknown,0,
3363,1407137,Coelacan,14831,2006-05-09T17:44:06Z,"*,user,autoconfirmed",unknown,0,
3364,5185868,Vinny Burgoo,511,2007-08-27T12:16:09Z,"*,user,autoconfirmed",unknown,831038,[[WP:Disruptive editing|Disruptive editing]]
3365,0,Ip:84.251.21.229,0,0,,,0,
3366,1489190,Ackatsis,3480,2006-05-23T08:27:04Z,"autoreviewer,extendedconfirmed,reviewer,*,user,autoconfirmed",male,0,
3367,217925,CalPaterson,329,2005-03-22T10:31:45Z,"*,user,autoconfirmed",unknown,0,
3368,47505,Vunzmstr,378,2004-02-27T21:44:45Z,"*,user,autoconfirmed",unknown,0,
3369,0,Ip:216.160.207.108,0,0,,,0,
3370,293331,Rintrah,4973,2005-06-10T06:30:55Z,"*,user,autoconfirmed",unknown,0,
3371,0,Ip:68.47.150.161,0,0,,,0,
3372,0,Ip:81.77.91.241,0,0,,,0,
3373,71081,Cab88,3359,2004-05-28T14:58:01Z,"*,user,autoconfirmed",unknown,0,
3374,2133469,Acdixon,25157,2006-09-01T16:05:30Z,"sysop,*,user,autoconfirmed",male,0,
3375,170381,JeremyA,26343,2005-01-17T03:30:49Z,"extendedconfirmed,*,user,autoconfirmed",male,0,
3376,0,Ip:195.134.6.202,0,0,,,0,
3377,6183,Jizzbug,402,2002-12-11T00:46:05Z,"*,user,autoconfirmed",unknown,319064,Violations of the [[WP:BLP|Biographies of living persons policy]]
3378,4630549,Oreyeon,1,2007-06-13T14:37:56Z,"*,user",unknown,0,
3379,363344,21655,13682,2005-08-02T19:00:12Z,"reviewer,rollbacker,*,user,autoconfirmed",unknown,0,
3380,4059252,Tiddly Tom,16582,2007-04-07T21:24:11Z,"rollbacker,*,user,autoconfirmed",unknown,0,
3381,0,Ip:81.197.208.75,0,0,,,0,
3382,2575937,Maverick423,1300,2006-10-25T21:32:36Z,"*,user,autoconfirmed",unknown,0,
3383,0,Ip:202.183.130.192,0,0,,,0,
3384,3603215,MCGEEJES000,5,2007-02-19T06:28:52Z,"*,user",unknown,764861,[[Wikipedia:Vandalism|Vandalism-only]] account
3385,13872,Random832,12146,2003-06-21T10:43:06Z,"*,user,autoconfirmed",unknown,0,
3386,0,Ip:218.167.174.135,0,0,,,0,
3387,44087,No Guru,15904,2004-02-13T06:38:15Z,"*,user,autoconfirmed",unknown,0,
3388,0,Ip:24.107.68.133,0,0,,,0,
3389,0,Arkyan,0,0,,,0,
3390,880935,Bookofsecrets,841,2006-02-04T02:21:03Z,"*,user,autoconfirmed",unknown,0,
3391,215875,Crazynas,6372,2005-03-20T00:40:09Z,"extendedconfirmed,reviewer,rollbacker,*,user,autoconfirmed",unknown,0,
3392,87549,Rnsanchez,118,2006-04-07T13:22:39Z,"*,user,autoconfirmed",unknown,0,
3393,684672,Horses In The Sky,1490,2005-12-14T20:57:15Z,"*,user,autoconfirmed",unknown,0,
3394,372219,Zakksez,3801,2005-08-07T23:31:03Z,"extendedconfirmed,reviewer,*,user,autoconfirmed",unknown,0,
3395,0,Ip:24.144.50.16,0,0,,,0,
3396,167793,Cleonis,2549,2005-01-12T12:09:47Z,"extendedconfirmed,*,user,autoconfirmed",male,0,
3397,0,Ip:222.155.245.39,0,0,,,0,
3398,1178111,Tribal-fusion,30,2006-03-31T08:20:25Z,"*,user,autoconfirmed",unknown,0,
3399,234160,Joewithajay,263,2005-04-10T23:21:46Z,"*,user,autoconfirmed",unknown,0,
3400,0,Ip:89.15.139.246,0,0,,,0,
3401,0,Ip:129.173.1.52,0,0,,,0,
3402,0,Ip:70.68.236.67,0,0,,,0,
3403,0,Ip:203.135.0.66,0,0,,,0,
3404,3825,Rickyrab,11277,2002-09-03T21:29:49Z,"extendedconfirmed,*,user,autoconfirmed",male,0,
3405,60895,Phil Sandifer,19426,2004-04-18T07:05:52Z,"*,user,autoconfirmed",unknown,1000453,banned by the Arbitration Committee; see https://en.wikipedia.org/wiki/?diff=prev&oldid=580484625
3406,0,Ip:85.144.162.254,0,0,,,0,
3407,0,Ip:80.235.62.207,0,0,,,0,
3408,86842,Gutzalpus,26,2004-07-17T12:28:06Z,"*,user,autoconfirmed",unknown,0,
3409,288896,Rumjal,198,2005-10-08T07:22:26Z,"*,user,autoconfirmed",male,0,
3410,0,Ip:83.5.8.231,0,0,,,0,
3411,0,Ip:68.220.195.38,0,0,,,0,
3412,1504910,Youghal,21,2006-05-25T19:24:49Z,"*,user,autoconfirmed",unknown,0,
3413,41690,Wolfkeeper,31832,2004-02-03T00:09:50Z,"*,user,autoconfirmed",unknown,6028820,Abusing [[WP:SOCK|multiple accounts]]: Please see: [[Wikipedia:Sockpuppet investigations/Wolfkeeper]]
3414,4485515,Alchemeleon,42,2007-05-25T08:57:32Z,"*,user,autoconfirmed",unknown,0,
3415,0,Ip:166.145.74.231,0,0,,,0,
3416,4846346,Vinay Jha,2211,2007-07-12T11:30:58Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3417,0,Ip:167.7.251.66,0,0,,,0,
3418,0,Ip:83.49.95.79,0,0,,,0,
3419,222406,DickClarkMises,10642,2005-03-28T05:49:42Z,"extendedconfirmed,reviewer,*,user,autoconfirmed",male,0,
3420,1295693,Mor Vilkacis,17,2006-04-21T16:53:27Z,"*,user,autoconfirmed",unknown,0,
3421,5387803,Shinigami27,87,2007-09-22T00:47:30Z,"*,user,autoconfirmed",unknown,0,
3422,4320580,Neo 2.3 Hylan,125,2007-05-05T18:24:40Z,"*,user,autoconfirmed",unknown,0,
3423,90484,Dataphile,150,2004-08-01T02:51:48Z,"*,user,autoconfirmed",unknown,0,
3424,219242,Yashcheritsiy,4,2005-03-23T21:05:04Z,"*,user",unknown,0,
3425,0,Ip:209.6.23.78,0,0,,,0,
3426,127449,Atanamir,4123,2004-12-23T05:23:41Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3427,488569,Took,207,2005-10-15T06:36:43Z,"*,user,autoconfirmed",unknown,0,
3428,1464131,Sancro,6,2006-05-18T23:10:37Z,"*,user",unknown,0,
3429,864039,Sinkingpie,34,2006-01-31T16:07:22Z,"*,user,autoconfirmed",unknown,0,
3430,35947,Dina,18544,2004-02-01T02:04:35Z,"*,user,autoconfirmed",unknown,0,
3431,684742,Harvestman,2071,2005-12-14T21:40:13Z,"*,user,autoconfirmed",unknown,0,
3432,0,Ip:24.13.28.158,0,0,,,0,
3433,0,Ip:172.194.135.105,0,0,,,0,
3434,125204,Improv,5494,2004-10-28T06:50:15Z,"*,user,autoconfirmed",unknown,0,
3435,133850,Avenue,23774,2004-11-12T12:37:39Z,"autoreviewer,extendedconfirmed,reviewer,rollbacker,*,user,autoconfirmed",unknown,0,
3436,1048017,Behmod,870,2006-03-08T04:53:59Z,"*,user,autoconfirmed",unknown,153365,seems to prefer ChateauLincoln; this is the second run-in with sockpuppetry and there's no reason for him to have two here
3437,0,Ip:193.108.45.149,0,0,,,0,
3438,361717,Timtak,1066,2005-08-01T20:57:40Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3439,2165793,Ztobor,594,2006-09-06T02:05:51Z,"*,user,autoconfirmed",male,0,
3440,3573589,Wenli,4628,2007-02-15T23:47:25Z,"rollbacker,*,user,autoconfirmed",unknown,0,
3441,4170218,Snddempsey,2,2007-04-19T12:02:17Z,"*,user",unknown,0,
3442,476500,Delldot,46821,2005-10-08T02:26:11Z,"sysop,*,user,autoconfirmed",unknown,0,
3443,3750511,Turangalila,1132,2007-03-05T22:00:31Z,"*,user,autoconfirmed",unknown,0,
3444,129042,Krischik,1630,2004-11-05T09:25:09Z,"extendedconfirmed,*,user,autoconfirmed",male,0,
3445,107009,La goutte de pluie,22509,2004-09-19T17:07:35Z,"*,user,autoconfirmed",unknown,5697725,Combative editing behavior
3446,162953,John-1107,5533,2005-01-04T01:40:35Z,"*,user,autoconfirmed",unknown,0,
3447,1069949,Dhammapal,392,2006-03-12T09:35:12Z,"*,user,autoconfirmed",unknown,0,
3448,31197,SchmuckyTheCat,23232,2003-11-20T08:23:28Z,"extendedconfirmed,reviewer,rollbacker,*,user,autoconfirmed",unknown,0,
3449,4259,Frecklefoot,44971,2002-09-24T18:10:02Z,"autoreviewer,extendedconfirmed,reviewer,*,user,autoconfirmed",male,0,
3450,3164721,Temurjin,404,2007-01-04T04:16:55Z,"*,user,autoconfirmed",unknown,0,
3451,0,Ip:24.91.216.177,0,0,,,0,
3452,190433,Jdemarcos,1047,2005-04-06T14:52:44Z,"extendedconfirmed,*,user,autoconfirmed",male,0,
3453,4444,Infrogmation,85330,2002-06-16T22:59:11Z,"sysop,*,user,autoconfirmed",unknown,0,
3454,175895,Fett0001,62,2005-11-01T02:13:59Z,"*,user,autoconfirmed",unknown,0,
3455,40342,Nifboy,15696,2004-01-27T03:28:09Z,"*,user,autoconfirmed",male,0,
3456,0,Ip:72.26.69.27,0,0,,,0,
3457,0,Ip:205.161.210.2,0,0,,,0,
3458,659320,Bumpusmills1,571,2005-12-09T07:07:05Z,"*,user,autoconfirmed",unknown,0,
3459,0,Ip:121.45.26.154,0,0,,,0,
3460,231529,Tufflaw,1621,2005-04-08T20:09:38Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3461,971705,Sven1olaf,8,2006-02-22T02:20:59Z,"*,user",unknown,0,
3462,2247209,Morgan Wright,1018,2006-09-15T22:54:08Z,"*,user,autoconfirmed",unknown,84417,"Attempting to [[Wikipedia:Harassment|harass]] other users: severe personal attacks, also using ip sock to continue harassment"
3463,0,Ip:66.134.166.116,0,0,,,0,
3464,0,Ip:84.66.187.153,0,0,,,0,
3465,4854214,Eddy23,664,2007-07-13T11:38:50Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3466,1649643,Chuchunezumi,1142,2006-06-20T05:44:22Z,"*,user,autoconfirmed",unknown,0,
3467,0,Ip:193.108.45.244,0,0,,,0,
3468,287645,Gardar Rurak,11616,2005-06-17T19:21:06Z,"autoreviewer,extendedconfirmed,*,user,autoconfirmed",unknown,0,
3469,0,Ip:193.108.45.246,0,0,,,0,
3470,704399,Azaroonus,96,2005-12-19T15:11:54Z,"*,user,autoconfirmed",unknown,0,
3471,420318,Thethinredline,1629,2005-09-06T10:45:13Z,"*,user,autoconfirmed",unknown,0,
3472,580046,Antonrojo,5852,2006-01-11T21:37:41Z,"*,user,autoconfirmed",unknown,0,
3473,0,Ip:216.15.124.210,0,0,,,0,
3474,1645873,Keshidragon,136,2006-06-19T17:00:18Z,"*,user,autoconfirmed",unknown,92203,Clearly [[WP:NOTHERE|not here to contribute to the encyclopedia]]
3475,2627602,Tarotcards,1804,2006-11-01T02:14:19Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3476,0,Ip:201.51.231.176,0,0,,,0,
3477,0,Ip:68.40.198.48,0,0,,,0,
3478,0,Ip:203.45.230.188,0,0,,,0,
3479,3582748,Barbary lion,247,2007-02-16T21:51:20Z,"*,user,autoconfirmed",unknown,538346,using sockpuppets to pov push
3480,0,Ip:24.247.157.122,0,0,,,0,
3481,230605,Ian Pitchford,30638,2005-04-06T20:23:16Z,"autoreviewer,extendedconfirmed,reviewer,*,user,autoconfirmed",male,0,
3482,48284,MikeNolan,85,2005-06-04T22:53:33Z,"*,user,autoconfirmed",unknown,0,
3483,0,Ip:83.5.52.13,0,0,,,0,
3484,122679,Interiot,18834,2004-10-24T02:04:27Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3485,854048,Sea level,96,2006-01-29T15:14:59Z,"*,user,autoconfirmed",unknown,0,
3486,0,Ip:69.22.98.162,0,0,,,0,
3487,2145446,Sean Cooper,212,2006-09-03T14:18:56Z,"*,user,autoconfirmed",unknown,0,
3488,55105,Pamri,4902,2004-03-26T15:40:49Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3489,163732,Daniel Case,160176,2005-01-06T06:21:05Z,"oversight,sysop,*,user,autoconfirmed",male,0,
3490,16974,Mrand,3387,2006-02-16T00:14:45Z,"extendedconfirmed,reviewer,rollbacker,*,user,autoconfirmed",unknown,0,
3491,2418102,100%RSA,11,2006-10-06T23:12:56Z,"*,user,autoconfirmed",unknown,0,
3492,82258,Felix Wiemann,223,2004-06-26T18:40:04Z,"*,user,autoconfirmed",unknown,0,
3493,6051932,LaruaWA11,100,2007-12-22T04:17:29Z,"*,user,autoconfirmed",unknown,92203,appears to be a provocation-only account
3494,0,Ip:203.217.42.105,0,0,,,0,
3495,268304,Bubbachuck,1053,2005-05-21T03:09:01Z,"*,user,autoconfirmed",unknown,0,
3496,0,Ip:78.33.14.133,0,0,,,0,
3497,5099889,Hubertgui,79,2007-08-16T00:01:21Z,"*,user,autoconfirmed",unknown,0,
3498,0,Krzysztof.cichos,0,0,,,0,
3499,0,Ip:24.78.4.225,0,0,,,0,
3500,0,Ip:68.146.81.136,0,0,,,0,
3501,287465,Dking,1659,2005-06-04T02:08:16Z,"*,user,autoconfirmed",unknown,0,
3502,261131,Fixifex,369,2006-03-27T03:21:49Z,"*,user,autoconfirmed",unknown,0,
3503,492826,Niro5,750,2005-12-12T22:40:19Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3504,0,Ip:64.81.227.133,0,0,,,0,
3505,145146,Ndteegarden,1308,2004-12-02T16:19:11Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3506,4034294,Henriyugi,23,2007-04-04T20:47:40Z,"*,user,autoconfirmed",unknown,0,
3507,0,Ip:71.217.92.14,0,0,,,0,
3508,0,Anthony.bradbury,0,0,,,0,
3509,0,Ip:12.106.231.143,0,0,,,0,
3510,35702,Znode,902,2003-12-27T14:40:50Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
3511,55169,Sca,23432,2004-03-26T20:10:14Z,"extendedconfirmed,*,user,autoconfirmed",male,0,
3512,227190,FuelWagon,5956,2005-04-02T21:00:54Z,"*,user,autoconfirmed",unknown,0,
